# SYNTHETIC DATA - GENERATED, NOT MEASURED - NOT AN EMPIRICAL FINDING
# generated: 2026-09-04
# twelve indicators of four latent predictors (loadings 0.75) plus a rare
#   binary outcome generated from a logistic model on the latent values
# outcome coefficients: 0.6, 0.4, -0.3, -0.25; marginal rate 0.005
# n = 25000, seed = 424242
# 'true_probability' is the generating probability for each row. It does
#   not exist in real data and is present only to make calibration error
#   separable from outcome noise.
# regenerate with: python3 synthetic/generate_synthetic_datasets.py
unsafeacts_1,unsafeacts_2,unsafeacts_3,operationalstress_1,operationalstress_2,operationalstress_3,systemcondition_1,systemcondition_2,systemcondition_3,safetyresponsecapability_1,safetyresponsecapability_2,safetyresponsecapability_3,recordable,true_probability
0.350549,1.2646,1.45515,0.141483,-0.00252496,0.80291,0.455438,1.12586,-0.0115147,0.774091,0.365673,0.78754,0,0.0042382
0.428283,0.942715,-0.0832913,1.9218,-0.0866506,1.99252,-0.326634,-1.6084,-0.320348,-1.47537,-0.161255,-0.885364,0,0.0138757
-0.558018,-2.10312,-0.629056,-0.291679,-0.37239,-0.522712,1.91068,1.73274,1.33421,-0.300709,-0.416111,-1.64801,0,0.00126818
-0.950663,-0.532135,-0.484238,0.517988,0.228578,0.506063,0.515443,0.180721,-0.184457,0.734105,1.26991,-0.405514,0,0.00207469
-0.0948402,-0.166436,-1.61068,-1.01054,-0.818677,0.285015,-1.54947,1.33258,-0.337248,-0.436163,1.20973,-0.523541,0,0.00155936
-0.580767,-1.07142,-0.326222,0.829241,-0.627764,-0.281898,0.408326,0.00631696,-0.365111,1.89371,0.343001,1.08643,0,0.00234437
0.691264,0.395864,0.73444,0.909197,1.5317,-0.386049,-1.18546,1.60842,-0.858616,-0.0310352,0.179979,-0.527854,0,0.012974
-0.241274,0.356028,-0.426997,0.072858,-0.228549,-0.0619587,0.354712,0.722227,2.01823,-0.134818,-0.991487,1.07976,0,0.00194144
-0.258179,-0.03306,-1.53867,0.428312,1.08011,0.119099,0.229617,0.900835,0.999101,2.01238,0.916493,0.170215,0,0.00179991
1.40057,1.50443,1.03952,1.97302,0.614445,0.616008,0.707529,0.733629,-0.0296124,-0.471423,1.0152,-0.496763,0,0.0128978
0.21767,0.775737,0.0702682,1.46364,0.894465,1.41288,1.39621,-0.126602,-0.822737,-0.49509,-0.130807,-0.0101845,0,0.0101876
0.731701,0.800431,0.635316,0.826449,1.86057,0.949943,0.437257,0.285367,0.485453,-1.70534,-0.0980016,0.896049,0,0.00831296
-1.19657,-0.595787,-1.38962,-0.553418,-0.498511,-0.335502,-0.246424,0.728907,-1.01446,-3.32919,-2.41833,-2.41887,0,0.00166026
0.965221,0.530043,1.75377,0.224223,1.56105,1.90576,0.709064,1.04344,1.03892,1.38099,3.39617,3.27435,0,0.00534055
-1.36921,-1.37225,-0.592297,-2.94729,-1.2048,-1.30332,-1.68654,-3.04401,-2.22531,-2.82255,-2.15181,-2.54868,0,0.00367081
0.678822,0.91043,-0.0547072,1.47182,1.05896,0.159768,0.499801,1.25201,0.220861,0.780423,1.35576,0.0259245,0,0.00512474
-0.0344349,-0.350883,0.158459,0.564076,0.158219,0.767959,0.154827,-0.453998,-1.6608,0.379852,-1.02623,-0.820696,0,0.00421587
0.817154,0.583911,0.0733952,-0.0730952,-1.95483,-0.651674,0.106696,-0.7233,-1.41587,0.312942,0.53203,0.440368,0,0.005388
-1.20731,-1.61079,-0.460836,-2.15674,-1.28618,-0.346855,-0.629193,-1.4152,-0.82229,0.251691,-1.81224,-0.247299,0,0.000882958
-0.125296,0.365203,0.522316,-0.126011,0.147151,-1.37303,-0.296067,-1.05206,0.655363,0.386386,-1.4841,0.0477057,0,0.006589
-0.603645,0.657971,-0.158674,0.164124,0.290183,0.665515,1.69001,0.348206,-0.0713029,-0.74606,-1.57664,-0.847114,0,0.00747437
0.741628,1.13266,1.68081,-1.00563,-0.362282,-1.5551,0.172967,-0.266685,-0.906651,0.00148206,-0.726314,-0.0364085,0,0.00787161
-1.44203,-0.726971,-0.574719,0.61219,0.590904,-0.0864889,0.500912,0.114416,1.00329,0.0196348,1.14459,-0.450914,0,0.00160049
-0.952652,0.312058,0.125139,0.0956929,0.415894,1.18981,-1.09931,-0.139093,-0.938418,-0.123741,0.0415641,-0.641153,0,0.0103382
1.60124,-0.363073,0.132662,-0.881504,-0.0532428,0.259086,-0.490721,-0.65786,-1.21547,0.492409,0.426306,0.976762,0,0.0043218
0.403331,1.27558,-0.729395,-0.492573,-0.406959,-0.733874,0.585495,-1.04522,0.146919,-0.57008,-1.72251,-0.576066,0,0.00567812
0.541269,1.47322,0.112533,1.42322,-0.479585,0.636606,-0.0255718,0.0510461,1.13734,0.448972,-0.240124,0.718216,0,0.0053638
-1.00122,-0.934361,0.0239973,0.864791,0.746307,1.18485,-0.0739337,-0.0412381,0.296528,-0.924315,-0.753483,-0.0543151,0,0.00518507
1.55075,-0.357288,0.310729,-0.687869,-0.440159,-0.00323347,-0.722124,0.0199841,1.16716,-0.400285,-0.435564,0.435964,0,0.00386484
-0.566151,0.258042,-1.4048,0.394355,0.338397,-0.474762,0.1702,0.598409,-0.659865,-1.04912,-0.421223,-0.780921,0,0.00144859
-0.695364,-0.127904,-0.720762,-0.946153,-1.00674,-0.244197,-0.0668344,-0.32345,0.580677,1.12312,0.738529,0.548922,0,0.00222637
1.3535,2.36403,1.89963,-1.05409,-0.425286,0.240511,1.59002,0.702469,0.484012,-0.107659,-0.141456,-0.235107,0,0.0110829
-1.8062,-1.9458,-0.297893,-1.81077,-1.90026,-2.13916,-0.522492,-0.757788,-1.07414,-1.25483,-1.66756,-0.139798,0,0.00144993
0.596689,0.909089,0.627418,0.937233,0.37879,2.43826,0.799784,1.02684,0.814156,-0.0346119,-0.803236,0.442523,0,0.0100091
-0.668934,0.113603,0.0705082,0.513085,-0.137932,0.147543,0.0502761,0.71319,-0.241636,-0.791003,-0.192947,-0.670949,0,0.00424405
-0.217276,1.15298,1.20115,-0.831391,0.329222,0.299915,0.345727,1.03085,0.423591,-0.810142,0.377459,0.303881,0,0.00362642
-0.268108,-1.12879,-0.911077,-1.21932,-1.25105,-0.60892,0.424579,0.887714,0.253691,-0.870968,-0.161025,-0.635867,0,0.00142392
1.30162,1.02034,-0.288055,1.01596,0.691569,2.4243,-1.60877,-0.00779396,-0.164642,0.133246,-0.876251,0.914226,0,0.0165984
0.015309,-0.76043,-1.71738,0.473189,1.56625,0.127189,1.11872,0.972197,1.45826,-0.486644,-0.0170893,-0.571634,0,0.00273034
-0.816029,-0.969193,-0.942973,-1.24897,0.0273407,-1.64626,0.369143,0.374915,1.202,-0.245601,1.40221,-0.500615,0,0.00150784
-1.36887,-1.35748,-1.70188,-0.0120311,0.225745,-0.910674,0.323432,-0.338922,0.958645,-0.782703,0.559718,0.453257,0,0.00160414
0.935627,0.134657,0.416332,2.86314,0.771852,1.65445,0.973167,0.314386,-0.332712,-0.833623,-0.277507,-0.196707,0,0.0178741
-0.123615,0.781942,-0.752605,-0.428949,-0.721111,-0.245457,-0.967848,-0.0539233,-0.324509,-1.46688,-1.00243,-1.56556,0,0.0100177
1.28672,-0.66863,0.467358,-0.0606167,-0.981306,-0.908944,0.487569,0.48111,0.00963582,0.417728,1.15541,1.23939,0,0.00257201
0.651431,-0.88853,-0.257624,-0.510858,-0.0801429,0.305713,0.808021,0.303341,0.714935,0.160507,-0.390625,1.29878,0,0.00337839
-0.55778,0.165856,0.208872,0.765415,0.349166,0.848876,-0.325093,-0.916609,-1.08357,0.962936,0.628186,1.27169,0,0.00445467
0.19527,-1.49492,-0.693599,0.457035,0.163019,-0.621587,-0.0540337,1.7468,0.900599,-0.152709,0.798436,-1.48253,0,0.00222622
1.31004,1.61996,-0.0566357,-0.587587,1.72551,0.730516,0.311473,1.03829,0.842589,-0.139396,-0.0515558,1.38395,0,0.00482921
-0.835529,1.07008,-0.452328,0.519703,1.41026,0.183469,0.726139,0.681127,-0.21381,1.5764,0.40009,0.714081,0,0.00220249
0.572533,1.34871,1.44184,0.143833,1.62358,-0.420967,-1.10922,-0.234868,-0.366822,0.364761,0.564926,0.150101,0,0.0123238
2.45789,1.40204,0.382695,2.23934,0.124832,1.14136,0.633876,0.475866,0.594821,0.793647,2.16734,1.09915,0,0.0114904
-0.538509,-0.841592,-1.08809,0.963519,0.0046183,0.987136,1.38554,1.34021,0.390148,1.70282,0.400956,1.61926,0,0.00289218
-1.02164,0.961091,-0.215448,0.314866,0.259492,0.430076,-0.425288,-1.23889,0.658487,0.494473,-0.453153,-1.02334,0,0.00684245
-0.874649,-1.73639,-1.14845,0.530536,1.54352,-0.112926,0.302052,0.582651,0.671945,0.0451406,0.354691,-1.4801,0,0.00200813
2.22202,1.60992,0.097512,1.59211,0.95092,0.928646,-1.43166,-0.232126,-1.67831,-0.0963557,1.33527,1.53878,0,0.0267483
-1.52637,-0.503772,-1.25871,0.15381,-0.75168,1.03979,-0.0815292,-0.449239,1.24737,-0.96748,-0.827994,-2.16478,0,0.00200056
-1.69845,-0.8339,-0.635094,0.804686,0.363892,-0.868987,1.73849,0.70721,1.63717,-2.14033,-0.99159,-0.841362,0,0.00141361
-0.163866,0.0143647,-0.960755,-0.158305,-1.38418,-0.0241867,-0.158756,-1.31817,0.0669199,0.0933476,-1.23333,-0.990338,0,0.00607949
0.341884,2.22938,0.8361,-0.14689,0.721023,-0.985255,0.067841,-0.589683,1.39845,0.17447,0.936655,0.620381,0,0.00380159
-0.329377,-0.83601,-1.55155,0.578198,0.969311,0.877762,-1.97463,-0.323201,-0.0631423,-0.736282,-1.49694,0.195678,0,0.00576056
-0.12819,-0.405912,0.760746,-0.270112,-2.70172,-1.52163,0.843557,0.2344,0.274178,0.801081,0.0231042,0.0102043,0,0.00136467
-0.499462,-1.54905,-0.793201,-1.62207,-1.01871,-1.79094,-0.122441,-1.04577,-0.342568,-0.262244,-0.541505,-0.530605,0,0.00194166
-0.612709,0.194819,-0.700964,-0.50622,-1.33682,-0.151794,-0.690492,-0.681609,-0.322375,0.740951,0.00369902,0.382056,0,0.00318685
-0.351168,-0.672376,-0.479024,-0.246362,1.60626,0.424691,-0.95319,-1.67711,-0.830512,0.558325,-0.76178,0.447344,0,0.00659747
-0.328464,-0.286769,0.244094,2.33011,1.07801,0.668969,0.773437,-0.174145,-1.20203,2.07497,-0.454182,1.1651,0,0.00481311
-1.01486,-0.94322,0.0105892,-0.372836,0.388821,-0.0137422,0.680922,-0.424672,-0.64654,-0.520083,1.27506,-0.101763,0,0.00281954
1.26002,0.55997,1.14646,-0.306634,0.896233,1.30262,1.06201,1.7632,1.76921,0.473729,1.35307,1.60648,0,0.00753463
0.817391,-0.671462,0.739717,-0.954167,-0.627127,-0.606924,1.28739,0.918431,0.128297,-1.54813,-0.647045,-1.62064,0,0.00246278
1.15168,-1.51466,0.0689951,1.41393,0.296891,1.71937,0.827985,1.6304,1.7253,0.552017,1.05111,0.73645,0,0.0051445
2.20531,2.47517,0.902062,1.78122,0.294598,1.83723,0.429838,-0.0136013,-0.58577,-0.199856,0.934783,0.236849,0,0.00707933
0.48731,1.00977,2.22344,0.027138,1.31631,0.351425,1.54671,0.517663,1.04258,0.897468,0.26297,-0.186578,0,0.00566252
1.56626,1.10944,1.66108,-0.644687,0.326134,-0.444652,-0.663418,-0.130858,-0.110492,0.782194,-1.18457,-1.1711,0,0.0108617
0.214713,0.461117,0.648581,-0.314426,-0.0178741,0.81008,-0.125598,-0.104826,-0.030422,-0.329927,2.13956,0.861367,0,0.00496574
-0.638554,-0.382169,-0.283165,-0.0562238,-1.10683,-0.447711,-0.0408477,-1.27399,-1.31983,0.559899,-0.550526,0.519968,0,0.00346534
-1.09217,-1.01942,-0.571248,0.0696521,-2.48066,-1.49122,-0.331582,-0.5972,0.152625,0.974297,0.120733,0.247041,0,0.00232757
1.08532,1.6902,2.58002,2.77479,0.486699,0.579972,2.83135,1.80404,2.42319,0.00532732,0.875117,-0.686898,0,0.0113929
0.286764,-0.525235,0.780981,-0.0644996,-0.23722,-0.559355,0.996183,1.3612,1.1527,1.57426,0.859975,-0.144363,0,0.00263528
0.228737,-0.487812,-0.219721,0.216845,-1.08105,-0.531916,0.470862,-1.19464,0.226646,0.819227,0.901403,-0.190345,0,0.00384182
-0.79771,1.52467,-0.076702,-0.723477,-0.31368,-0.332162,-0.597235,-0.808745,-0.409087,0.377417,0.611615,-0.17805,0,0.00517071
-1.38151,-0.120124,-0.399221,-0.215651,0.72456,0.15885,-0.645145,0.0218079,-0.939066,-0.140638,-0.355674,-1.23946,0,0.00505826
-0.381252,-0.558627,-0.740776,1.87211,1.28059,0.667781,1.44016,1.57758,0.354904,-0.200716,-0.605028,-0.578072,0,0.0043414
0.143458,0.0389289,-0.215305,-0.148933,-0.109279,-1.11456,-0.456683,-1.11046,-1.56432,0.651529,0.594448,0.385682,0,0.00496261
-0.165496,0.624471,0.0444572,0.795459,1.12091,1.14967,0.38644,-0.7746,1.00634,0.19855,1.10303,1.2156,0,0.0125576
1.79398,2.07665,0.904977,0.239315,0.153965,-1.25313,-0.0298015,-0.0243422,0.318888,-1.60427,-1.47674,-1.28758,0,0.00714043
-0.803603,0.571584,0.19457,1.05615,0.0275763,0.46514,0.344112,1.13454,-1.77248,-0.473576,0.407886,0.531483,0,0.00355228
1.34091,0.63013,-0.847043,-0.321671,0.222644,-0.192544,0.0808881,-1.52124,0.0825431,-0.315379,-2.95611,-0.706507,0,0.0121943
-0.0379702,0.139599,1.61908,1.00131,0.6479,-0.379597,-0.737495,-1.2766,-1.0249,0.526691,0.579541,0.010724,0,0.00803586
-0.479069,-0.690319,-1.05805,-0.174732,-1.12571,-0.615162,1.05766,-1.04118,-0.6117,-0.0164328,1.43379,1.03816,0,0.00459332
-0.96375,-1.07413,-1.73615,-0.0952708,-0.315215,-1.19306,-0.364927,0.941339,-0.448135,0.76699,-1.40452,-0.415877,0,0.00120925
0.273921,2.54488,1.51592,-0.226339,-0.252288,-0.369264,0.797073,0.743168,-0.203883,-0.257197,-0.0210401,0.964784,0,0.00261333
-1.4001,-1.06278,-2.89014,0.662,0.651355,0.942388,0.64336,-0.243301,-0.31572,-1.80388,-1.25418,0.0422852,0,0.00158817
0.632112,-2.09072,-0.0972967,0.961126,0.772696,-0.116757,0.0730881,0.19767,0.267778,-1.28185,-0.225117,-1.30618,0,0.00348938
0.410769,0.68521,2.2184,-0.0171948,1.02588,0.0661655,-1.45071,0.264303,-0.978131,-0.0299437,-1.10721,0.290266,0,0.0118117
-0.225802,-1.63231,-0.75153,-0.406216,-0.487981,0.0177128,-0.804398,-0.892688,-0.030004,0.282583,-0.674177,1.01076,0,0.00213408
-0.611647,0.461768,-0.00375508,-2.21905,-0.195138,-0.615577,-0.867862,-2.4981,-1.26404,-2.17289,-1.48964,-1.02814,0,0.00225544
-0.12911,-2.32439,-1.0671,-1.88565,-0.388758,-0.355685,1.9757,2.34168,1.45305,1.10712,-0.0926458,0.534267,0,0.00067392
-0.100545,0.100644,-0.0132137,1.58877,1.56323,1.7377,-0.385255,0.734449,1.59283,0.444347,-0.213005,0.788228,0,0.00466059
0.344395,0.806502,0.944291,-0.340677,-1.30243,-0.925044,0.537431,1.21708,-0.308833,-0.502229,-0.214029,0.232984,0,0.00285682
-0.527276,-0.494065,-0.00660775,1.49089,1.48771,1.46144,0.670642,-0.0559266,0.695397,-0.0587197,1.47914,1.01528,0,0.00327609
-0.879373,0.0670896,0.913311,-1.21352,-1.86844,-1.01045,-1.02142,0.173756,-1.07132,0.795082,-0.780302,-0.879783,0,0.00439991
1.35647,1.96578,-0.152964,3.1888,1.2053,2.65965,2.05116,1.6487,1.21022,0.207658,-0.0863387,-0.0134768,0,0.00865564
0.989134,-0.200735,0.641368,-1.14274,-0.250996,-0.744765,-0.338795,0.860471,-0.551534,-0.762108,-0.829031,0.0347164,0,0.00674735
0.98724,0.507207,0.776561,1.59855,-0.475497,-0.0997321,0.414774,0.846671,-0.838058,0.061113,0.291379,-0.694447,0,0.00773065
-0.699239,2.24765,-0.127918,0.0592763,0.840672,0.336278,0.0687947,0.402826,1.47018,-0.367158,0.967302,0.675024,0,0.00503583
0.00200866,0.737504,2.36435,0.49079,0.985347,-0.519148,0.740081,0.775076,1.05267,-1.90732,0.0912382,-0.760589,0,0.0108582
0.0319068,-0.500241,1.64288,2.35273,1.3414,1.15334,0.322206,1.64854,1.06221,0.309224,-0.368707,-0.0302986,0,0.00904631
-0.575929,-1.42696,-0.696703,-0.789872,-0.508461,-1.07133,-0.612897,-0.311936,-0.0332239,-0.650302,-0.0722364,-1.01939,0,0.00239859
0.950285,1.94859,0.973434,-1.25935,1.24281,-1.2318,-0.921906,-0.0797337,0.240721,-0.271741,-0.433435,-0.0971788,0,0.00765476
-1.00678,0.457559,-0.028975,0.86013,-0.178745,0.901805,-0.20574,-0.463252,-0.69701,0.991146,0.947599,0.609342,0,0.00764666
-2.4267,-1.98868,-2.63812,-0.333892,-0.255488,-0.86248,-1.3189,0.453437,0.455611,0.845703,0.76304,0.883476,0,0.000632529
-1.57885,-2.56992,-2.04286,0.519291,-0.492002,0.423024,-1.97541,-0.147499,-0.362852,0.546548,0.853194,-0.318297,0,0.0028628
-1.16755,0.828703,-1.36253,0.778207,0.585375,-0.569415,-1.11401,1.06987,0.590719,1.20987,2.04058,1.30838,0,0.00205193
-0.104286,0.583421,0.473839,0.159855,-0.49084,0.640881,-0.75379,-1.1807,-0.321058,-0.605543,1.39944,0.305537,0,0.00326201
-0.694376,0.900433,0.368903,-0.436984,-0.510401,-0.739557,1.42834,-0.42946,0.527476,-0.903388,0.0567387,-0.940535,0,0.00365236
1.05497,0.507645,0.696159,-0.836509,-0.945578,-0.659672,0.974415,0.353263,0.257843,-0.886553,-1.85135,-0.818831,0,0.00561851
-1.40258,0.258907,-1.27786,-1.58656,-1.71509,-1.16861,-0.0417481,-0.471655,-0.614629,-1.23072,-1.29049,-1.54162,0,0.00252135
0.3411,-0.309961,-0.710163,1.10023,0.0780894,-0.478328,-2.15752,-0.91041,-0.376519,0.234149,-0.533663,-0.707855,0,0.00434488
1.64644,-0.532911,-0.201615,-0.343204,0.653439,-0.435401,-0.128078,0.634629,0.569797,-0.126292,0.463679,-0.39412,0,0.004242
-3.52762,-2.40387,-1.43181,1.28978,1.7484,-0.173708,0.756652,0.334888,-1.58479,-0.510796,0.386111,0.0611457,0,0.000825016
0.860696,1.58525,1.23182,-0.054517,-0.0359707,-0.161913,-0.542975,0.395244,-0.713194,0.502029,0.292737,-0.0165893,0,0.015332
1.21439,0.606352,1.13745,0.709461,0.574031,1.52586,0.0607095,-1.84666,-0.658599,0.400398,0.890812,0.543305,0,0.0136397
-0.877223,-0.248177,-1.23749,-1.37959,-0.566105,-0.348794,-0.441366,0.358991,-0.112777,-2.42086,-0.102481,-1.68462,0,0.00143239
-1.28756,-1.57758,-0.896913,-0.349583,0.151263,-0.373523,-2.28286,-1.03757,-0.952275,0.576587,0.703479,-0.625942,0,0.00209026
-0.23578,1.03568,0.54233,1.46821,0.184679,-0.0511061,-1.00384,-0.781395,0.359833,1.0512,0.426326,0.292507,0,0.00564022
-1.67049,-0.230526,-0.484001,-0.871318,-1.14941,-1.00317,0.45652,0.235869,0.739604,0.194914,-0.347838,-0.590111,0,0.0015472
-0.413243,0.748646,-0.131685,3.36395,1.24168,1.33943,1.30936,0.932264,0.660569,0.826141,0.886419,-0.71321,0,0.00390604
0.71038,1.55886,1.27245,-0.112179,0.304028,0.0226805,-0.471223,-1.04338,-0.30163,-1.65032,-0.325417,-0.999716,0,0.0100075
-0.738702,0.251685,-0.527685,-0.738625,-1.03453,-0.912648,0.973986,1.02631,0.84035,0.46986,0.51046,0.979145,0,0.00166142
-1.93185,-2.3448,-1.02079,-1.56706,-1.11681,0.93379,0.0816315,0.488004,0.725154,-0.0229209,-1.2936,-1.70026,0,0.00132781
0.27327,0.238769,0.302974,-0.288931,0.171792,-1.20217,0.0668613,-0.261564,0.662914,-0.543639,0.308831,0.0590956,0,0.00214589
0.980642,-0.506727,-0.504237,-1.74638,0.180142,0.725108,0.293556,0.518449,-0.180424,-0.902048,-1.05991,-0.722094,0,0.00670488
0.0581439,0.106074,0.278836,0.66239,-0.347856,-0.44079,-0.194825,0.518228,-0.710559,-1.05995,-0.244735,-1.95948,0,0.00461316
-0.220429,-0.610408,-1.91411,-0.935854,0.00447967,-1.17154,1.04362,0.483578,-1.21771,-0.413122,-0.0307808,-0.110969,0,0.00127053
-1.23937,-1.80428,-0.312561,-0.433005,-0.0658655,-0.0346681,0.354848,-0.172519,0.557869,-0.330656,1.12743,0.481095,0,0.00253612
-0.42234,-0.639268,-0.575216,-0.902485,-0.930928,-0.928713,-1.36844,-1.18894,-0.304791,-1.40852,-0.70446,-0.0603747,0,0.00231152
0.949215,-0.665457,-0.0794183,0.608629,1.11159,-0.26033,-0.225549,-0.114467,-0.378307,-1.20679,1.0936,-0.489772,0,0.00815478
-1.42137,-0.941376,-1.6077,0.885225,-0.301008,0.993078,-0.281859,-1.43322,0.636146,-1.69491,-1.61109,-1.23396,0,0.0049835
0.468933,1.38425,2.49623,0.295226,0.727188,1.3535,-0.319817,-0.48482,0.0925084,2.16232,-0.10398,0.735952,0,0.0134545
-1.24845,-1.4146,-0.42074,-0.887194,-0.989089,-1.39329,-1.36553,0.670542,-0.517659,-0.171574,1.4703,0.911594,0,0.00116731
1.12104,1.05392,0.658444,0.0917587,2.06632,1.11514,0.122667,-1.34423,0.179107,0.533819,-0.223926,0.52018,0,0.0115028
-0.577768,2.03934,1.17187,-0.680526,-0.358518,0.608842,0.41909,-0.102527,-1.80484,1.34028,2.26194,2.21199,0,0.00354947
-0.723847,-1.68948,-1.30055,-1.08773,0.0692763,-1.93211,0.316811,-0.066898,-0.168808,-1.47201,-1.81019,-1.47604,0,0.00202382
-0.668991,0.554008,-0.532084,0.457494,0.025451,-0.646289,-0.774865,-1.65053,-0.488962,0.171337,-0.357563,0.449808,0,0.00380152
-0.385961,0.895252,1.48109,0.155289,0.100484,-0.229564,-0.527697,-0.872702,-1.37516,0.00478565,-0.0694891,0.606353,0,0.0064864
-0.74415,-0.367571,0.121625,-0.846374,0.262379,0.273002,-0.447342,-0.619968,-1.42091,-1.24095,-1.29182,-2.78164,0,0.00308777
-0.281005,0.787549,0.526576,1.0157,-0.104079,0.458143,2.22727,1.30843,0.494308,-0.702123,-1.40404,-2.00945,0,0.00419254
-0.962337,-1.45308,-0.476302,-0.00492708,-1.50737,-1.27197,-0.899281,-0.506006,-0.795523,-1.38486,-1.31416,-2.23011,0,0.00307243
-0.112085,-0.535412,-0.95304,-0.820224,-1.72179,-1.40827,0.0534231,-0.118173,-0.37829,0.215248,-0.172126,0.194771,0,0.00158573
0.0313352,-0.561766,-1.0435,-0.563382,-1.07027,0.450667,0.336453,0.794943,1.04093,-0.109817,-1.59108,0.429702,0,0.00275658
-1.29677,-0.818816,-0.995513,-0.175448,-0.394303,0.160885,0.203749,0.0248155,-0.8013,0.743528,-0.382838,-0.688291,0,0.00170632
-1.70662,-0.917123,-0.88502,-1.64539,-1.32507,-0.903247,0.96122,-0.311501,0.30945,0.386805,0.799641,0.199266,0,0.000760965
0.0572982,-1.34421,-0.972671,-0.239117,0.594012,0.177852,1.55383,1.23205,0.421208,-0.256285,-0.764807,0.00307606,0,0.00116499
-0.698396,-0.769388,-1.181,0.749724,0.799453,0.467132,-0.675272,-0.102856,0.442366,-1.71802,-0.664603,-1.11831,0,0.00375783
-0.233533,0.834368,-1.19377,-1.50422,-0.13374,-1.74716,-1.09334,-1.64014,-1.17187,-1.10087,-2.37523,-1.50651,0,0.00310324
1.13475,2.11583,0.947039,-0.0831482,-0.899691,1.25939,-0.37461,-0.0170403,0.952829,0.878706,-0.458067,1.79991,0,0.0077618
0.728099,1.08625,-0.134795,0.670391,0.0557536,0.323017,-0.414521,-0.0457151,1.12402,-1.1078,-0.190504,-0.85772,0,0.00540918
-0.414959,0.96237,-0.304978,0.125609,1.1603,0.895505,-1.84592,-0.48946,-2.27327,0.462313,0.824476,0.00121216,0,0.00513139
0.83311,1.327,1.14698,1.65343,0.319756,1.28696,-0.931427,-2.11432,-0.805586,-0.541212,-0.287058,-0.638285,0,0.0195389
-0.910251,-0.326354,-1.07236,0.00322374,-2.32519,-1.89734,-0.550407,-1.22039,-0.137605,-0.447115,-0.453368,-0.357852,0,0.00309376
-1.11041,0.876844,0.191032,-1.86656,-2.05902,-2.50924,-0.425953,0.355447,-0.78683,-2.34013,-2.55768,-1.39672,0,0.00251264
0.430279,-0.607662,-1.06688,-0.773068,-0.959632,1.2522,-0.57563,-1.86118,-0.602796,0.293892,0.663712,1.29374,0,0.00375674
-0.87595,0.532956,-0.136492,0.0771971,-0.827889,-0.371993,0.736054,-0.73976,-0.0483548,-0.549556,-0.430001,-0.147139,0,0.00254506
-0.188097,-0.313401,0.0122673,1.37342,1.30633,1.62042,-0.340073,0.838918,1.58207,-0.658327,-0.295912,0.10684,0,0.00423451
0.426219,-1.13074,-1.42839,0.29879,1.42086,1.00396,0.314213,-0.804507,0.350176,0.266145,0.729199,0.660961,0,0.00350674
0.492148,1.69569,0.652582,-1.35757,-1.10452,-1.0302,2.37825,1.57765,1.28254,0.405185,0.492051,-0.182164,0,0.00418728
-0.795399,-0.349455,-0.590472,-0.398645,-0.408509,0.869482,-1.00268,-2.71103,-1.933,-0.479921,0.348073,-1.45272,0,0.00467458
2.57497,0.592345,2.26967,-1.00961,-0.358238,-1.28559,0.322274,0.465347,-0.00720594,1.82224,1.73403,0.912084,0,0.00466164
-0.629584,0.163578,0.0881284,-0.553411,-0.261684,0.682941,1.18568,0.639514,0.305938,-0.225991,0.980731,0.406065,0,0.00249505
-1.47323,-0.585822,-0.669175,-1.51061,-1.08616,-1.09301,-0.663193,0.936073,0.64798,0.360951,0.678686,-0.115849,0,0.00120539
0.741045,0.137808,1.0464,-1.30528,-1.41932,-1.78931,0.66293,0.099616,0.773053,-1.61344,-0.573096,-0.201182,0,0.00226362
-1.07406,0.00374374,-1.38358,-1.31077,0.272363,1.03524,-0.040385,0.534173,0.664783,-0.322171,0.410068,0.863318,0,0.00122637
0.791993,0.0223519,-0.824565,-1.31848,-0.235146,-0.470194,0.489126,-0.069459,-0.355208,0.811512,0.351488,1.68633,0,0.00228148
1.65815,0.640487,0.451264,-0.4029,-0.831323,-0.525756,1.29844,1.18034,1.3058,1.5665,0.614865,0.411812,0,0.00323345
-0.257737,0.180066,-1.0872,-0.654522,-0.376358,-1.59805,-0.214738,0.133714,0.535913,-0.935787,-1.11728,0.620015,0,0.00366777
0.247385,-2.12805,-0.235499,0.642721,-0.910881,1.10848,-0.132908,0.558941,-1.2033,0.765773,0.754229,1.13958,0,0.00314356
0.520559,1.97903,0.209697,0.725858,-1.77082,0.772281,-0.570928,0.173105,0.256903,-0.0695431,-1.08585,-0.161734,0,0.0117024
1.03687,0.561921,-0.244535,-1.08332,-0.0836926,-0.821349,-0.162911,0.0717708,-0.50107,0.595441,0.0452503,0.315059,0,0.00332739
-0.632407,0.435333,0.559649,0.472819,-0.166366,-0.113796,0.437584,1.25535,0.282699,1.85726,1.12784,1.7004,0,0.00385581
1.07981,0.388087,1.29804,0.21059,0.626219,0.413775,-0.599552,1.25252,0.0312081,0.362049,-0.266227,0.804627,0,0.00968934
-0.458845,-0.317622,1.51026,0.696481,0.212143,1.26826,0.221076,0.222993,-0.741571,-1.24439,-0.329141,0.0553981,0,0.0125193
-0.0712258,0.167674,1.58561,0.764267,2.46629,0.966546,1.67651,0.589858,-1.29657,1.37276,1.17614,0.525335,0,0.00538769
