# SYNTHETIC DATA - GENERATED, NOT MEASURED - NOT AN EMPIRICAL FINDING
# generated: 2026-09-04
# twelve indicators of four latent predictors plus a zero-inflated Poisson
#   count outcome
# count coefficients 0.35, 0.20, -0.15, -0.10; base mean 1.5
# structural-zero coefficients -0.30, 0, 0, 0.25; structural-zero rate 0.38
# n = 8000, seed = 771
# observed zeros are a mixture of Poisson zeros and structural zeros; the
#   two are not separable from the counts alone
# regenerate with: python3 synthetic/generate_synthetic_datasets.py
unsafeacts_1,unsafeacts_2,unsafeacts_3,operationalstress_1,operationalstress_2,operationalstress_3,systemcondition_1,systemcondition_2,systemcondition_3,safetyresponsecapability_1,safetyresponsecapability_2,safetyresponsecapability_3,recordable_count,poisson_mean,structural_zero_probability
0.204701,-0.0469686,-0.360177,-0.284866,-0.758404,-0.835736,-0.879525,-0.816156,-0.306546,-0.549166,-1.04156,-0.718547,3,1.89497,0.316476
0.51008,-0.23178,0.782254,0.495832,-1.31282,0.191173,0.228321,-0.228004,-0.587392,-0.463677,1.36228,1.8383,0,2.51862,0.386645
-0.883503,-0.255942,-0.363067,-1.02739,-0.974624,-1.7652,1.10603,0.73519,1.10255,0.172526,1.58534,0.414818,0,1.11699,0.338572
-0.356081,0.121244,-1.21516,0.051822,-0.576357,-0.344978,-0.837592,0.552873,-0.893888,0.743681,0.671477,1.28189,0,1.35045,0.427405
0.30819,-0.0300389,1.61098,-0.546508,-0.215557,0.403941,0.376695,-1.64837,0.330757,-0.480376,-0.142288,-0.242079,2,2.01024,0.327054
-0.0133202,0.486145,0.433133,-1.17735,-1.58178,-1.04004,0.621935,1.07023,0.0946868,1.44019,0.12304,0.0770708,0,1.41855,0.34413
-0.457686,-0.761011,-0.0222933,0.17515,0.272694,0.822215,0.142635,0.0404808,0.589516,1.0767,0.994149,1.32436,0,1.07992,0.518217
-0.771713,1.20151,0.0957553,2.0124,0.433192,0.118924,-1.86864,-1.53927,-0.444219,1.09475,1.30932,1.53695,0,1.74809,0.44237
-0.389351,0.10569,0.655911,1.65417,1.58934,2.5763,0.574203,0.542874,0.12011,-1.82118,-1.00512,-1.58473,0,3.28184,0.250016
-0.987805,-0.716664,-0.328764,2.23323,2.44117,0.505732,1.39643,0.441144,0.789276,0.20308,0.310007,0.684673,2,1.69072,0.451172
0.711635,0.825071,-0.921799,0.00463334,-0.303041,1.24183,-0.811299,-0.057712,1.21594,0.110261,0.993676,-0.207693,2,1.39677,0.416631
0.506813,1.11663,-0.286419,1.32893,0.133941,0.70504,1.71809,1.69516,1.08222,1.27814,1.03618,1.70439,0,1.77233,0.40474
-0.73834,-0.749547,-0.742084,-0.294215,-0.851949,-1.08953,-0.764032,-1.44746,-0.885087,-2.40457,-1.77095,-2.44191,1,1.53093,0.281561
0.519342,1.23196,0.860041,-1.00382,-0.132767,-0.129778,0.264419,0.0947791,-0.175466,-1.56382,1.02194,-2.0861,0,2.18286,0.241295
0.383228,0.272752,-0.221845,-0.713013,0.0312801,-0.245493,0.655106,-0.471919,0.59104,-0.0178034,0.216404,-0.42498,2,1.79219,0.315659
-0.793765,-0.788873,-1.45708,-0.494589,-0.809735,-1.15886,-0.573546,0.145078,-0.424925,-1.81048,-2.09537,-1.03067,0,1.5008,0.291562
0.223665,-0.381482,0.0495537,0.573108,1.17699,1.03325,-0.897214,0.569354,-0.132506,0.664151,1.01622,0.765964,0,2.01985,0.401628
0.263648,-1.68297,0.556802,0.81149,1.4824,1.579,-0.282219,1.05232,-0.603472,-0.658421,0.446268,0.422226,0,1.76351,0.439046
1.40872,0.0716247,-0.176731,1.13056,-0.0677998,0.893091,0.510485,0.752511,-0.0956339,1.39033,2.20148,2.18828,0,1.60564,0.444336
-0.674358,-0.793131,-2.54325,-0.291261,0.698545,0.396044,-1.00713,-0.530061,0.188701,0.331656,-0.699826,1.04184,2,1.29649,0.441212
-1.51688,-0.482636,-1.16545,-0.418957,-1.0481,-3.00531,-0.356489,0.022442,0.079201,-0.327144,0.10353,-0.7893,0,0.915406,0.400015
-0.582292,0.280759,-0.342894,-0.414345,-1.69285,-0.745715,-0.88163,-2.31184,-1.61191,0.280028,0.512531,0.225973,0,1.47807,0.452353
0.0307672,0.320418,-0.475847,1.35466,1.39402,0.926631,1.00085,-0.0921651,2.0467,0.573721,0.407424,-0.71174,3,1.92781,0.389325
-2.09047,-0.336695,-0.140081,0.815398,1.38566,2.73128,0.871139,-0.518253,0.583574,1.68766,1.04842,2.79209,0,0.937803,0.582719
-0.537355,0.511629,0.151121,2.33704,1.1263,1.17064,-0.138838,-1.09925,-1.35272,1.69148,1.64928,1.37895,0,2.08253,0.401529
-0.00318738,0.582213,-0.467239,0.0438455,0.0888435,-0.500951,1.73526,0.265098,1.21369,0.0532935,1.93811,0.579691,3,1.63071,0.407339
-0.129761,-1.08314,-0.54281,-0.100004,-0.127232,0.54176,-0.168917,-0.526419,-0.443967,-0.254883,-0.301708,-1.21426,3,1.29061,0.418196
0.681971,1.30885,0.625236,0.107027,0.318554,-0.197877,0.532033,-0.968594,-0.534157,0.604702,-0.0345878,0.737913,0,2.62412,0.288266
-1.26204,-1.55708,-0.963834,0.323063,-0.479462,-0.816644,-0.244502,-0.203309,-0.701132,1.34439,1.06123,0.871313,0,1.09167,0.484811
0.349252,0.234713,-1.19748,0.270236,1.27618,1.1959,-0.371575,-0.837679,-0.522286,-0.369591,0.391432,0.49145,4,1.95555,0.397055
0.336794,-0.776929,0.925907,-0.00852952,-1.53855,-0.372666,-0.125683,1.26715,-0.661657,1.12,0.580623,-1.30997,0,1.3992,0.358078
2.85695,2.29979,1.44464,1.12784,-0.018715,0.749158,0.0986352,0.956148,1.36568,-0.175932,0.402081,-0.607449,3,3.43892,0.24284
-0.666729,-0.556937,-1.03324,-2.96493,-1.46604,-0.888259,-1.25228,-0.553962,-0.187561,-1.84074,-2.46884,-0.662981,0,1.25318,0.352229
-1.01348,-1.91172,-0.228632,0.526578,-0.949251,-0.0387857,-0.529827,-0.177355,-2.12863,2.00039,2.43269,0.397693,0,0.930562,0.595787
-1.21456,-1.36825,-0.43266,-0.218935,-1.11947,0.138332,0.802567,2.01502,0.730591,-0.167364,-0.355825,-0.386408,1,0.857295,0.464346
1.26088,-0.267295,0.656228,1.31022,1.60237,1.26561,1.87256,1.8644,2.02113,-0.158264,0.174898,-0.0184149,1,2.0727,0.297976
-0.349885,-1.53558,-0.473473,-0.642927,-1.26809,0.119462,-0.691581,-0.25152,-0.948476,0.565643,0.471741,0.726271,2,1.07315,0.492189
0.69738,-0.689666,-0.117177,0.0950369,0.505264,1.02165,-0.10511,1.05658,-0.143977,1.38036,1.54604,1.24968,0,1.88607,0.427223
-0.236697,-1.66976,-1.0231,1.07701,-0.223037,0.625327,-0.548025,-0.839731,-0.374257,-1.02317,-1.2601,-1.23773,0,1.41269,0.358508
0.970004,1.21612,1.16803,-0.490291,0.722429,-0.123096,-0.380608,-0.499246,0.921573,-0.378527,-0.15882,-0.837928,2,2.31217,0.305035
-1.32729,-0.653248,-0.418228,0.471392,-0.0620412,0.576519,-2.11657,-0.932289,-2.04719,-0.561594,1.87568,0.0925908,2,1.69588,0.434032
1.21427,-0.0930982,0.671369,-0.842683,0.680502,-0.498329,0.130065,0.517955,1.06263,-0.025085,0.165968,0.523844,0,1.04089,0.414614
0.210002,-0.0708162,-0.148195,-0.159557,1.27394,1.19733,1.38934,0.210206,0.291737,1.77756,1.74412,2.00083,0,1.57124,0.484962
0.191219,-0.190573,0.732214,-0.232331,0.631319,-0.314659,0.568075,-0.151515,-0.0853347,0.994817,1.02043,0.655884,0,1.39058,0.401148
0.815051,0.545976,0.872094,1.57854,0.999785,1.51888,0.519794,0.353771,1.06198,0.302694,-0.155902,-0.450574,0,1.95171,0.383713
-1.81945,-0.728691,-1.13346,-1.78977,-0.505496,-1.21223,0.0211934,0.466064,-0.372902,0.862484,0.486025,1.78357,0,0.610325,0.56578
1.24785,0.591583,1.28024,-0.990513,-1.91975,-1.35901,2.14583,-0.658448,0.345803,-1.62268,-1.06559,-1.55574,4,1.65358,0.254406
-0.0112572,-1.08134,-0.649676,0.29091,-0.751413,-0.168553,-0.541023,-0.784248,-1.47669,-1.51555,-1.3547,-1.10213,0,1.27203,0.386543
0.732871,-0.949023,1.18082,0.793241,0.973028,1.07143,-0.800796,-0.493458,0.230987,-0.281585,0.568719,-0.459091,2,2.74164,0.308455
0.8157,-0.884695,-0.289289,-1.00479,-0.392214,-0.46941,1.33119,1.07095,1.58562,0.936138,-0.637783,0.128521,0,1.58441,0.365147
2.6282,1.65036,1.38665,-0.616918,-0.154403,-0.0872492,-0.773032,0.0620439,0.568118,0.458974,1.16984,1.00774,2,1.88823,0.329381
0.597238,-0.340716,-0.672602,0.324215,0.243457,-0.0170463,-1.07115,-0.433981,-0.591008,0.0864338,0.710454,0.000814185,0,1.396,0.409862
-0.962937,-2.29418,-2.68367,-1.75393,-2.28931,-1.868,-0.893962,0.0885674,-2.37741,-1.73502,-0.448919,-1.74752,0,0.662066,0.456362
0.35367,2.41047,1.56564,-0.064619,1.64801,0.988713,-0.116327,0.752217,0.32198,1.01768,3.13511,2.219,0,2.75878,0.381567
0.139386,0.124847,-1.30199,1.7411,1.19227,0.855725,0.387716,0.599981,-0.3317,-0.235568,0.342509,0.253894,0,1.84175,0.387509
-1.27291,-1.43202,-0.828005,-1.08429,-0.820803,0.0815471,0.696309,-0.803809,0.718031,-1.05234,0.0508342,-2.05093,0,1.05599,0.388635
0.929363,2.44024,0.437269,0.124781,-0.492424,0.0689712,-1.25851,0.771685,1.40181,1.67311,2.40985,1.57854,0,1.80914,0.402678
0.0532609,0.501079,2.05143,2.08021,2.74538,1.67409,1.54033,0.615077,0.27045,1.77963,0.856133,-0.0734254,0,2.69403,0.366589
-1.80956,-1.83762,-0.367988,2.16005,1.28989,1.32116,0.40654,0.488027,1.14815,0.0638677,0.216795,0.527664,0,1.36474,0.472852
1.24857,1.06358,0.673912,-0.463523,-0.572672,0.144672,1.87549,2.02279,-0.889391,0.591804,-0.360837,-0.564857,0,2.075,0.340573
0.205447,0.0675102,1.28492,-1.18877,0.729077,-0.726657,0.145153,0.288612,-0.0837188,0.164536,0.76584,-1.1617,3,1.55939,0.383218
0.37721,-0.878714,-0.703199,-1.06006,-0.676535,-0.621843,5.67591e-05,0.582494,1.79505,0.385519,0.713331,-0.191687,0,0.735068,0.459842
-0.0298451,0.11935,0.119005,0.4204,0.147139,-0.211555,-0.640114,1.00559,1.00068,-0.5963,-1.15672,0.345259,0,1.10743,0.421717
-0.111899,0.0778031,0.168135,-0.714643,-0.203294,-0.562012,-0.423217,0.0607523,-0.0796459,0.159799,0.603734,-0.186227,1,1.63277,0.330503
-0.0771324,0.0810163,0.367051,0.000144642,-0.219593,0.208729,1.23044,0.590765,-0.118727,-0.562404,1.3947,1.34404,0,1.24837,0.390147
0.423255,0.213722,1.14413,0.638883,0.607805,-0.380529,-0.395376,-0.335381,-0.989933,-0.0062221,0.099197,-1.82531,3,2.08311,0.364424
-0.484089,-0.572083,-0.374528,-1.09268,-0.595847,-0.0401409,0.0958193,-0.974795,0.720803,-1.27564,-0.914824,-1.10502,1,1.36967,0.332669
1.39283,1.9821,0.68705,-0.0930564,1.5198,1.37087,0.820405,-1.21263,-0.15949,0.18943,1.11743,0.465346,0,2.96332,0.3176
0.45124,1.47457,0.769656,-1.70159,-0.609946,0.272086,0.46134,-0.830331,0.541765,-1.3267,0.366773,0.419813,0,1.56234,0.339626
0.650783,0.519802,-0.038628,1.72475,0.487948,1.24725,-0.319428,0.503589,0.713304,-1.15094,-0.17544,-1.89312,0,2.4446,0.295431
1.18664,1.57858,0.277319,-0.497552,-0.0132384,0.377648,-0.794101,-0.10492,-2.37487,-0.728246,-0.789229,0.324584,0,3.08242,0.255601
1.30543,0.333768,0.336336,-1.34152,-0.895907,0.297993,-1.18909,1.19101,-1.77361,0.362723,-0.684077,-0.0240231,3,1.86557,0.311281
1.60988,-0.0645928,0.49631,0.981856,1.36585,1.15682,-0.454,-0.351958,0.0913249,-0.187237,-0.247848,-0.250965,0,2.14847,0.336846
-1.08734,-0.485781,-0.454128,-0.752598,0.51299,0.0461553,0.993927,-0.0258235,-0.853076,1.36951,0.987385,0.367946,1,1.12506,0.489576
-1.35016,0.597735,0.205734,-1.23435,-1.07004,-0.591276,0.656483,-0.163465,-1.56537,-1.01892,0.183956,-0.345583,0,1.16748,0.36637
0.241184,0.744779,0.841962,-1.4658,-0.840672,-0.178222,1.3245,0.162066,1.06724,-0.123346,0.0782444,-1.09896,0,1.22956,0.366262
1.13426,0.425984,0.474616,1.62988,0.844167,2.0152,0.909766,0.138998,0.696904,0.704533,0.887068,1.18482,3,1.7392,0.440344
-1.02108,-0.437963,-0.223612,-0.640751,-0.218344,-1.3855,-0.866609,-0.764654,-0.815787,0.591892,-1.72016,0.172163,0,1.20181,0.421214
-0.00961756,-1.04099,-0.462065,0.909119,0.0885768,0.526267,0.604429,0.607359,1.16878,-1.22621,-2.03633,-0.4253,0,1.15179,0.329315
0.766611,-0.132869,-0.379843,0.328075,0.499883,0.333008,-0.887822,-0.166018,-1.27332,0.35578,0.487845,2.34102,2,1.97608,0.416793
-0.924058,-0.892131,-1.58347,-1.56096,-0.350995,-2.59105,-1.61422,-1.52127,-1.39475,-0.682246,-0.664929,-0.744306,1,1.01341,0.415784
0.481834,1.496,1.51434,0.731659,0.606926,0.699989,0.734309,-0.719819,0.969967,0.941112,1.10461,-0.0916176,1,2.3928,0.322229
-0.48475,-0.555907,0.0625255,-0.270417,1.04497,1.31563,-1.54298,-0.902255,-2.05065,-0.688796,-0.45503,-1.14911,0,1.56722,0.386681
0.962198,0.492536,0.0540877,-0.250943,1.20087,0.403846,-0.405048,-0.429019,-1.89755,-0.568566,1.12328,-0.836549,5,2.22405,0.348121
0.353361,0.793036,0.289599,0.00324211,1.31121,1.56036,-1.23896,-0.0671838,0.448528,0.197918,-0.311802,-0.158163,2,1.64171,0.356509
-0.772211,-0.499099,-1.20111,0.217906,0.889298,0.575055,-0.505364,-0.202576,0.271516,0.133285,1.04846,1.14321,0,1.11493,0.463749
0.766036,1.11323,0.771472,-0.923972,-0.575715,-0.179794,0.460375,-0.516452,0.533276,1.19808,0.13665,-0.419787,0,1.81869,0.352167
-1.31656,-0.912955,-1.22383,0.137642,0.323187,-0.621256,0.0737367,-1.24109,0.927629,0.295143,0.816945,-0.198259,1,0.574192,0.563743
-1.21492,-1.18001,-0.878693,0.45676,-1.30766,-0.854868,0.0835628,-0.160689,0.0954886,1.82871,0.288796,1.45921,0,0.921261,0.538209
0.598486,0.369324,1.61036,0.805523,0.357474,0.12314,0.193924,-0.147857,1.14881,0.465374,0.0775695,-0.706537,3,2.18968,0.300516
-0.0695176,-1.11661,-2.03768,-1.1504,-0.775641,-0.115972,-1.19353,-2.55188,-1.46633,-2.07001,-1.489,0.0338048,0,1.65464,0.368159
1.10465,-0.310442,-0.312447,1.79261,2.09285,0.610096,-0.0649982,0.176327,0.704136,0.839577,0.476686,0.345248,0,1.71928,0.422449
-1.28629,-0.579202,-0.698547,-1.07937,0.5306,-0.330065,-0.587445,0.765016,-0.533701,-1.43675,0.23853,0.311559,0,1.13565,0.370941
-0.26159,-0.403846,0.654093,2.1276,2.33828,1.3773,-0.093866,-0.320229,0.0200576,1.67469,1.21283,2.6966,4,1.82094,0.505712
0.318405,0.6378,-0.508015,-0.502928,0.405454,0.623069,-0.39946,-0.00475658,0.743663,1.2723,0.703444,1.17225,0,1.00307,0.484877
-1.13311,-0.510926,-1.04833,0.745474,-0.215179,0.344291,0.027914,-0.168201,1.07353,-2.88539,-2.28505,-0.140544,0,1.01759,0.396669
-2.01047,-0.654089,-1.86709,0.74052,-0.113927,-0.927034,-1.53561,-1.56386,-1.21223,0.0604187,-1.2865,-0.0689217,0,1.07085,0.453771
0.438165,-0.566763,-0.592197,0.718642,-0.192523,-0.266922,0.365794,-0.246229,-1.64152,0.176741,-0.834196,-0.0777482,3,1.13878,0.454928
1.25751,0.946097,0.911126,-0.766256,-0.783806,-1.85687,-0.965328,0.1304,-1.38347,-1.32824,-0.484899,-0.116757,3,1.97462,0.285051
-0.36941,-0.933814,1.25246,0.190657,-1.02519,-1.29978,0.617131,-0.322498,-0.0680018,0.572505,-0.458896,0.417221,0,1.09544,0.4603
-0.122053,1.24963,0.0577523,-0.149062,0.300172,1.25839,0.720414,0.909895,1.79197,1.48198,0.443558,0.0231065,2,1.58776,0.37365
0.900709,0.704719,0.77581,-0.606404,-0.12367,-0.0547927,0.0460522,-0.560763,0.064473,-1.23615,-1.21053,-0.66326,2,2.11259,0.284748
1.86618,2.03099,1.95661,0.376012,0.64474,0.484025,-0.436428,-0.197477,-0.488154,0.116845,0.811309,-0.0938657,2,3.79625,0.248605
0.0510126,0.370924,0.388453,0.0750807,-0.0624293,-0.362285,0.526648,-0.0904584,0.42337,-0.658131,0.0415871,1.14522,1,1.33174,0.385158
-0.110721,-0.466756,-0.575098,-0.189898,-0.0436567,0.0458311,-0.65093,-1.26429,1.09235,1.17911,-0.64641,-0.882866,0,1.35469,0.367345
0.554945,0.0980825,-0.752984,0.248365,0.893224,1.40397,-0.304884,-0.493273,0.126925,-1.19333,-0.681228,-0.523588,2,1.95655,0.361362
1.6799,1.35635,1.91416,-0.609176,-0.262139,0.337394,-0.406092,-0.118839,-0.616758,0.441351,0.81328,1.06641,0,2.19628,0.302657
-0.173844,-0.501975,-0.359314,0.545058,-0.0961004,-0.708436,-1.6683,-1.1464,-1.41121,-0.617565,-0.454705,-2.54215,2,1.43718,0.353444
0.934897,1.24902,-0.706986,0.951338,2.38028,1.6086,0.0447063,0.608754,-0.114426,0.658742,0.615263,-0.41279,3,2.22045,0.376592
-0.1389,0.653122,0.528247,0.58441,0.628775,-0.382783,-0.034838,0.222137,-0.706938,0.0527717,0.928375,0.506396,2,1.99285,0.416445
-0.147227,-0.667985,0.0728768,1.33332,0.479107,1.89186,0.734308,0.439282,0.662589,0.500523,-0.915259,0.72344,2,1.56563,0.394369
0.428735,1.08134,1.33595,0.0901665,0.370667,0.40861,2.24758,1.96401,2.81303,0.782552,0.170753,-0.0967474,0,1.82821,0.320734
0.344627,0.817762,0.610024,0.484171,-0.971661,-1.52152,2.46809,1.19896,1.8444,-0.216488,-0.809084,-0.222867,0,1.23885,0.317571
0.825133,0.0603507,0.722713,0.427341,0.219435,-0.135456,0.498634,1.96215,1.79162,1.62028,1.33914,0.680479,0,1.30102,0.376597
-0.842928,-1.50456,1.05306,-2.49776,-2.5976,-1.19752,0.123055,-0.529296,-0.743444,0.677391,0.455087,-0.0825063,1,0.812463,0.383591
-1.14592,-0.422238,-1.4402,-0.503767,-0.663653,-1.05855,0.399707,-0.158387,0.137465,-0.108635,-0.133907,0.454772,0,0.861179,0.496602
0.48233,0.633857,-0.711778,1.48987,1.2406,1.17891,-0.705774,1.48161,0.541459,1.09179,0.585253,1.25884,1,1.21377,0.5108
-0.548279,1.61729,0.473223,-0.595109,0.783453,0.278547,-0.519066,-0.959469,-1.08809,-0.416671,0.112151,0.737671,0,2.22283,0.346645
-1.04169,-0.570576,-1.074,0.676811,-0.642855,0.310826,-1.30984,0.843849,-0.307914,-0.511865,-0.283376,0.147985,0,1.0255,0.440156
-0.238196,1.34208,-0.517808,1.07792,1.26432,0.999403,1.57862,1.16444,-0.168513,0.999449,1.87275,1.11994,2,1.70047,0.46215
-0.874426,-1.36508,-1.06225,-0.903173,0.173565,-0.42022,-0.839768,0.623553,1.03985,0.0963958,0.439792,-0.227219,0,0.75122,0.503347
0.796246,1.7329,1.47221,-0.842318,0.0382608,0.745784,-0.69254,-0.287911,0.804681,1.63799,1.63623,0.100686,6,3.76722,0.241011
-0.170587,-0.661651,-1.69745,-1.01499,-0.744858,-0.705653,0.971383,0.21886,-0.600488,-1.17505,-0.203138,-0.55215,0,1.3297,0.313686
0.370901,-0.404507,-1.67183,1.79518,0.853273,1.07185,0.0515197,-1.09416,0.234378,0.483137,0.754322,-0.657789,0,1.77992,0.383075
-0.966376,-1.22108,-0.399007,0.302193,-0.687786,0.236021,-0.324727,-1.44598,-0.266337,-0.612904,-1.66759,-0.441634,0,1.53073,0.388736
-1.67656,-2.04789,-1.42873,-1.27593,-1.15797,-0.00510401,0.311694,-1.05937,0.736934,-1.59384,-0.0906816,0.122804,0,0.683237,0.534575
1.00322,1.66374,0.901611,-0.0833629,1.96499,0.545526,-1.5542,-2.78907,-1.4777,-0.239102,-0.311261,-1.15818,4,4.09016,0.287263
-0.784995,-0.168713,0.675864,0.467914,-0.152286,0.732722,-0.582858,1.04187,0.0480268,1.1143,0.250236,-0.22434,2,1.58316,0.3851
-0.0712277,-1.17099,0.833682,-0.778238,-0.0780096,0.0551337,0.193476,0.182943,-1.03624,-1.90451,-0.997267,-0.937088,1,1.73834,0.335295
0.575683,0.174047,0.0621827,0.703558,1.44121,0.363615,-0.767165,-1.20736,-0.387809,-1.31522,-0.551528,-0.383395,2,2.00542,0.311758
1.07538,0.467037,2.50134,-0.119761,2.02124,0.798552,-0.466249,0.0185955,1.66571,1.01726,1.30577,0.687108,2,2.52234,0.326435
2.41798,1.04587,2.69686,1.20856,0.649729,1.86143,-1.33746,-0.742194,-0.784794,-0.402584,0.619512,0.47456,5,3.71741,0.300286
-0.109416,0.497472,-0.301006,1.22503,-0.0107022,0.463095,1.32367,2.15129,2.26773,2.59645,1.17365,2.04002,0,1.77329,0.456445
-0.448628,0.698543,0.354842,0.153163,1.86028,1.25954,1.67643,2.31329,1.02251,0.878201,-0.303217,0.643958,0,1.35866,0.434604
-0.372821,-1.64268,-1.36747,-1.72039,-1.19199,-1.05379,-0.308724,0.497602,1.66642,-1.2531,-0.921021,-0.185265,0,0.796207,0.427678
-1.82705,-1.37653,-1.51222,0.415761,0.259998,-0.451898,-0.96087,-1.59766,-1.01327,-0.896738,-0.898204,-0.0848348,0,0.8507,0.491869
0.859597,1.14088,1.63109,0.149655,-0.642801,0.651182,-0.49952,-0.114643,-1.26202,-1.10226,1.27656,0.453171,1,2.82728,0.272893
0.369349,2.40735,1.00988,-0.443108,-0.336533,-0.23139,-1.05794,-0.991021,0.0423528,-0.394887,0.506241,-0.0460533,2,1.78744,0.338177
1.33179,1.35562,2.01737,0.361627,0.839717,1.3971,1.33985,0.139825,-1.37303,-0.467009,0.218099,0.130815,1,2.29169,0.312952
-0.286922,-0.288783,-0.320394,1.0976,1.63191,2.01443,-0.00416634,-1.27589,1.09161,-0.592958,-0.487908,0.171915,4,2.23311,0.35043
-0.7923,-0.502035,-0.398433,0.0581384,-0.724054,-0.933331,-0.96561,-0.0807291,-0.406653,-1.26651,-0.71104,-1.42092,1,1.06376,0.383057
-0.385999,0.498904,1.40833,0.678546,0.203122,0.409465,-1.29118,-0.221165,-0.11702,0.148787,1.02082,0.29013,0,1.95933,0.372284
-0.755692,-1.18187,-1.43242,-1.78353,-0.433609,-0.510185,-2.30215,-2.79283,-3.77747,-1.73217,-2.28524,-1.25521,2,1.30955,0.423572
0.0808689,-0.432377,-1.30791,0.399474,2.03819,0.110521,0.910765,0.534288,0.975092,0.0891369,0.894248,0.711103,0,1.16936,0.441302
-1.27872,0.0742189,0.559333,-1.03536,0.1351,-0.310797,0.913824,1.38157,0.509682,-0.318364,-0.204031,-0.468426,0,1.41109,0.355552
-0.481803,0.00732134,-0.265835,-2.59491,-2.36453,-3.65779,-1.72216,-1.62603,-1.7823,-2.4769,-1.59516,-1.85697,0,0.982174,0.301026
-0.365731,-0.819414,1.35316,0.947842,-0.35461,0.90928,-0.333032,0.842036,0.423882,1.58252,0.824106,0.538241,0,1.37163,0.511485
-1.96323,-0.23152,0.0140705,1.16409,0.680378,-0.286526,0.0437212,0.152892,-0.322683,0.0949381,0.524969,1.18312,1,1.27495,0.490711
-0.290379,-1.45726,-0.297463,0.307891,0.910738,0.630911,1.75128,0.331984,0.610022,1.5499,1.89478,0.793092,0,0.962261,0.528719
-1.291,-0.380682,-1.46948,0.0726272,-1.50058,0.982925,0.616987,0.512025,1.6206,-0.96553,-1.10352,-0.95746,0,0.823902,0.394326
-0.0615761,-0.169342,-1.13641,-0.262867,0.752278,-0.908601,0.341405,0.0547599,-0.987391,0.492067,1.54156,0.641213,0,1.16928,0.476974
0.522125,0.452566,0.700112,-1.01655,-0.957188,-0.49591,0.660879,1.56414,0.67723,-0.183804,-0.0516491,0.727403,2,1.22323,0.371801
0.937894,-0.981716,-0.395641,-1.28234,1.04089,-0.710637,-0.428984,0.325749,0.524082,0.547843,-0.42254,-1.02041,3,1.3509,0.385553
0.699093,2.09011,1.36252,-0.250557,1.37625,1.02491,-1.38557,-0.134426,0.785885,2.41708,1.17032,0.568524,0,2.81428,0.337627
-1.11806,-1.09504,1.00718,-0.18336,-0.0545477,-0.481786,-0.208427,-0.307573,-1.04084,-0.645966,0.117447,0.966693,0,1.65475,0.424238
-1.00054,0.323412,-2.25882,-0.493005,0.284784,0.572773,0.947028,-0.457588,-0.171925,0.592108,-0.34385,-0.859792,0,1.00731,0.394964
0.454056,1.23233,0.0180337,-0.038393,0.597983,-0.129351,-0.0462682,0.168078,-0.0132728,0.255375,0.46259,-0.364366,6,1.82498,0.355394
-1.4149,-0.154846,-0.989165,-0.245818,-0.86579,0.835343,-0.333356,-1.33274,-1.6574,-2.00098,-0.914026,-1.87177,3,1.43182,0.33523
-1.85317,-1.51438,-3.084,0.503789,0.0656576,-0.810265,-0.920693,-0.967735,-0.725763,-0.548583,-0.311379,-0.721837,1,0.632151,0.499741
0.408217,0.0374987,0.955977,0.397866,-1.16892,-0.215907,0.477851,-0.367877,-0.621435,-0.546304,0.816998,-0.207665,3,1.70065,0.357115
0.810668,-0.142319,-0.085356,-0.825092,-0.384314,0.222124,0.192462,0.462496,-1.06519,-1.93597,-0.991767,-1.71126,1,1.23669,0.362482
-0.771034,-0.599079,-0.0574372,-0.0693779,-0.378827,-0.30273,-1.72909,-0.932058,-1.59193,0.184229,0.839842,-0.985751,0,1.08376,0.438574
-0.470159,-0.594146,-2.52637,1.10485,0.542139,1.10283,0.235267,0.941959,-0.500986,-1.36162,0.457897,0.572111,0,0.927008,0.51732
-1.18984,-0.891566,-0.631487,0.0312267,-0.259998,1.34977,-1.343,0.100129,-1.26453,-2.97945,-2.11509,-0.526567,1,1.22063,0.352956
-0.435628,-1.91198,-0.387296,-1.62411,0.192171,-0.318091,-0.594429,-0.111547,-0.942337,-0.477433,1.14032,-0.712952,2,1.19649,0.438391
1.49213,-0.100382,0.86564,1.10033,0.915901,1.22039,0.350358,1.97272,1.36892,1.32905,1.35829,0.906411,1,2.18617,0.368249
-0.489785,-0.889393,0.309023,-0.372466,-0.817024,-1.03456,-1.04335,-1.34392,-0.903553,-1.22234,-0.694774,-0.264335,0,1.64333,0.354325
0.68481,0.657473,1.41606,-0.393987,-1.08475,0.05185,-0.213688,0.616015,-0.76752,-0.181955,0.719881,0.0647833,4,1.38557,0.389875
0.30844,2.16248,1.09831,0.149948,-0.235133,0.432982,-0.0239141,-1.03067,0.31046,-1.70768,-1.10583,-1.38138,2,2.72544,0.235245
2.27272,0.123292,-0.126193,1.01195,3.00833,1.58971,1.40216,0.317976,0.463204,0.428026,1.08148,0.126235,1,3.06914,0.27288
-0.0462166,0.513609,0.0308614,0.165219,-0.466666,0.233552,0.460628,1.24184,0.538042,0.722406,-0.496204,-0.718248,0,1.39688,0.389974
0.775542,1.57733,2.2899,3.03779,2.2864,1.6508,1.5804,1.20368,-0.353151,0.826435,-0.389682,0.913778,1,3.27093,0.324828
-0.333741,-2.01905,-1.32344,-0.130437,-0.551443,0.227251,-0.867109,0.244075,-0.426231,-1.40343,-1.66317,-2.25848,0,0.98442,0.373194
