# SYNTHETIC DATA - GENERATED, NOT MEASURED - NOT AN EMPIRICAL FINDING
# generated: 2026-09-04
# generating model: five standardized latent variables, three congeneric
#   indicators each, all loadings 0.75
# structural paths into 'Risk': UnsafeActs 0.45, OperationalStress 0.30,
#   SystemCondition -0.25, SafetyResponseCapability -0.20
# exogenous latent correlations: 0.35 between every pair
# n = 1200, seed = 20260903
# columns prefixed 'latent_' are the generating latent scores. They are
#   never observable in real data and are included only so that examples
#   can compare an estimate against the value that produced it.
# regenerate with: python3 synthetic/generate_synthetic_datasets.py
unsafeacts_1,unsafeacts_2,unsafeacts_3,operationalstress_1,operationalstress_2,operationalstress_3,systemcondition_1,systemcondition_2,systemcondition_3,safetyresponsecapability_1,safetyresponsecapability_2,safetyresponsecapability_3,risk_1,risk_2,risk_3,latent_UnsafeActs,latent_OperationalStress,latent_SystemCondition,latent_SafetyResponseCapability,latent_Risk
0.215367,1.24198,-0.180045,0.20435,0.972262,0.551217,-0.138024,-1.05085,-0.754833,-0.289499,0.315186,1.22834,-0.833917,0.288839,0.507005,0.578433,0.970664,-1.06489,0.669367,-0.255955
-0.560805,0.0614221,-0.193705,1.99582,2.27682,1.19504,0.280176,0.448098,0.671156,0.596496,0.565178,-0.392063,-2.60611,-1.07255,-1.59892,-0.126228,1.78329,0.924349,1.25015,-1.04748
-1.71436,-1.23773,-2.03764,-0.211796,-0.934527,-0.365523,-0.631854,-1.72532,-1.88881,-0.239027,-0.60258,-0.306596,-0.359407,-1.12169,0.416188,-2.06385,-0.579425,-1.77891,-0.974814,-1.4015
-0.466257,0.00346537,-1.57395,0.409822,0.196786,0.739657,-0.356683,-0.301774,-0.810702,-0.0104614,1.32578,1.47955,0.37089,-1.17214,0.518873,-1.20972,0.0980387,-0.23733,1.21401,-0.42553
1.17822,-1.16537,-1.22202,-0.0354839,1.0644,-0.624702,-0.130195,0.257316,0.716479,0.256939,1.20489,0.721263,0.135408,0.404623,1.67208,-0.733464,-0.0195769,-0.856824,0.254166,0.829437
0.407596,0.398728,-0.203323,-0.567901,1.15531,0.229991,-0.198714,-1.49174,-1.03085,0.908495,0.234096,-0.847294,-0.479225,-0.599006,-0.294596,-0.509896,-0.632147,-1.2643,0.314802,-0.672285
2.05732,1.6641,1.64877,-2.4808,-2.33491,-1.41785,-0.902664,0.829373,-0.638163,-1.98324,-0.114882,-1.09889,2.47324,-0.103544,1.73073,1.6164,-2.2204,-0.0136941,-1.21311,1.55704
0.297642,0.397272,1.0056,0.092609,0.371602,0.246146,0.406455,-0.746648,0.692519,-0.0886655,0.249682,-0.296955,1.60185,0.784901,1.11124,1.13926,0.576529,-0.00750529,-0.370356,1.19799
-0.653681,0.111,0.967992,-0.688654,-0.491609,-0.145027,0.250268,-0.960458,-0.480648,1.11535,1.92158,1.36109,-0.496972,-0.386578,-1.43931,0.48622,-0.0697495,0.207654,1.67599,-0.444053
-1.74472,0.226478,-0.182316,-0.0128285,1.5015,0.18918,-2.03695,-1.01099,-0.692457,0.0682868,0.205502,0.68463,-0.773729,-1.58932,-1.43001,-1.43142,0.299929,-1.36025,-0.413751,-0.617335
-0.505621,0.586236,-0.34014,1.02714,0.507282,-0.394499,-0.0504329,-0.646602,-0.477887,0.126795,1.75664,0.555162,-0.891456,-0.0561183,-0.754979,-0.404043,0.745785,-0.211709,0.88567,-0.815725
-0.192524,-1.20373,-0.430988,-0.498337,-0.155671,-0.633005,1.19035,-0.0802898,1.04187,0.351933,-0.761048,1.14486,-0.0917171,-0.359678,-0.948053,-0.772056,0.240297,0.750472,0.0841123,-0.636304
-0.131381,0.833861,1.08176,-0.461763,1.26537,1.2504,0.341424,-1.15106,-0.175517,1.19928,0.66781,-0.509325,-0.310741,0.29045,-0.203655,0.391952,1.00891,0.344441,0.133494,-0.753862
1.25742,1.60791,-0.172951,0.731242,-0.385247,0.174873,0.423912,1.20973,0.80661,-0.999091,-0.352556,-0.921756,1.95211,0.418929,0.69906,0.707243,-0.488737,0.27068,-0.727293,1.05638
-1.62318,-0.810085,-2.09938,0.782113,1.14424,0.206282,-0.568556,2.00615,1.29055,0.0317542,-0.116016,-0.517334,0.14461,0.333502,1.50053,-1.87565,0.864973,0.483353,-1.12063,0.720246
-0.00710488,-0.513652,-1.01037,-1.11607,-1.03197,0.165087,0.797087,0.249579,0.784589,0.291128,-0.213622,-1.04188,-0.839148,-0.993666,0.527398,0.0842889,-0.66117,1.49306,-0.0204699,-0.932155
-2.61343,-0.374371,-2.64413,-1.44442,-1.59078,-0.0574817,-0.312058,-0.478946,-0.644856,0.122288,-0.0494643,0.331294,-0.861917,-2.14015,-1.20848,-3.06787,-1.35747,-0.437715,0.270014,-1.88931
-0.306615,0.359875,-0.25174,-0.0382688,0.438169,0.48483,0.506242,1.31137,1.02275,0.994552,0.661704,-0.198634,-2.46629,-2.72672,-1.46439,-0.257399,-0.246858,0.984602,0.302762,-2.58011
-0.0954096,0.343043,0.237801,0.881272,1.27078,0.430293,-0.419643,1.05857,2.27135,-0.347045,-0.819823,-0.688502,-0.496319,-0.157685,-1.14843,-0.198906,0.70436,2.1665,-0.42374,-0.542264
0.182556,-0.299637,-0.303231,0.468758,0.14886,1.26165,-0.390474,0.0168056,0.51367,2.56852,2.66848,1.26512,-0.155468,-0.228402,-1.55862,0.32571,0.330182,0.717073,3.01928,-0.862849
0.660617,0.789629,-0.31361,-0.0494625,-1.09217,-0.475555,0.589989,-0.00907053,-0.729415,-1.90638,-0.95206,-1.3117,-0.308819,-0.211621,-0.372219,-0.752541,-1.33284,0.0164281,-2.14675,0.0200891
-0.583112,0.617248,0.0617915,-1.06922,-1.10641,-0.250689,-0.829781,-0.307807,-0.879027,0.429611,-0.318141,-0.668709,1.00961,0.686725,1.44269,0.0131906,-1.07637,0.160033,-0.235624,1.33645
-0.430691,1.14462,0.524883,1.04302,0.139744,1.11467,0.0675763,1.07572,0.358091,-0.103455,0.31686,-0.644838,1.18584,0.453073,1.90383,1.01621,0.598442,-0.000498432,0.429734,0.971292
-0.221727,-0.64953,1.12551,0.562163,1.29354,-0.522679,-0.0188232,-0.103745,-0.0598886,0.488967,0.101607,0.762272,-0.553462,-0.188647,0.605365,1.04096,-0.346506,0.483059,1.09748,0.177557
0.482569,-0.307217,2.55046,0.369795,0.0642838,-0.495203,1.0812,0.455047,1.30203,-0.982789,-2.02112,-0.867489,0.108696,-0.292724,-0.320305,1.00607,0.112601,0.747725,-1.46221,0.210192
-0.520634,-0.526438,-0.320364,-1.45508,-0.474318,-1.56963,-0.718781,-0.868725,-1.31677,0.887921,-0.12228,-0.851015,-0.678931,-0.44203,-1.21278,-0.689459,-1.28844,-0.734924,0.419368,-0.424609
-0.0329461,-0.303734,0.423715,0.0656989,-1.83071,-2.03109,-0.319856,-0.178149,-0.0879736,1.2828,1.42644,-0.486051,0.219346,0.0173975,-0.230809,0.153885,-0.591085,-0.138818,1.40924,-0.158119
0.23384,0.214224,-0.105121,0.520511,0.124999,0.640145,1.53534,0.200771,0.949662,0.393253,-0.972344,0.710765,-0.401662,0.75138,0.260895,0.24772,1.19836,0.775383,0.664218,0.299953
0.433537,1.21763,0.281812,0.783234,1.18041,1.00082,0.910356,1.90795,0.744416,0.629769,1.67387,0.676778,1.5638,1.38326,0.581564,0.974085,2.83452,1.21489,1.47663,1.56189
-0.614312,-1.47478,-0.0724792,0.714348,-0.623872,-0.991537,-0.447639,-0.0485197,-0.611723,-0.869901,0.33118,0.595847,0.0438261,-0.0646481,-0.0551068,-0.929315,0.291158,-0.635159,-0.29664,-0.0436217
-0.0381532,-0.437115,-0.919827,1.49702,-0.240613,0.61866,-1.33856,-1.40364,-1.6151,3.28256,1.4323,1.98169,-0.733908,-0.620955,0.23545,-0.242441,0.855356,-0.593053,2.17586,-0.791856
0.104497,-0.25289,0.11155,0.662634,-0.331949,0.842283,-1.04124,-0.316944,1.26207,-1.1642,-0.157908,-0.381007,-0.0429156,-1.71629,-0.176346,-0.163749,0.18316,0.0779201,0.178957,0.114456
-0.19002,-0.945962,-0.583569,0.66422,-0.832092,0.503932,0.782879,-0.219638,-1.04822,1.05647,0.117612,1.3592,-1.77304,0.0466565,-0.287529,-0.405688,0.768259,-0.354201,0.884198,-0.977103
1.2404,2.25451,0.878349,-0.0829694,0.876813,0.667888,0.905457,0.127725,0.573104,0.197758,1.66713,-0.000795876,0.298916,0.912861,0.872886,1.97444,0.665415,1.32259,1.16504,0.300096
-0.687399,0.527582,-0.0514168,0.36365,0.848469,-0.607906,-0.0684133,0.467852,-0.941476,-0.383382,-0.14664,0.440907,-0.701853,-0.944184,-0.371268,0.904845,-0.215463,-0.515236,-0.392253,-0.760838
-0.618444,-0.669723,0.908267,1.02645,0.148869,0.841117,0.118444,1.00738,0.556132,-0.300622,-0.574357,0.262515,-0.22215,-0.955016,-0.519804,0.140734,0.596206,0.741655,-0.469759,0.149108
0.179493,1.20028,-0.823623,0.896206,-0.311159,1.03417,0.06654,0.602981,1.92831,1.49728,1.52594,0.646023,0.785739,-0.388493,1.40954,0.39841,0.769574,1.29153,1.30011,0.297908
1.19209,0.175751,1.70533,1.53967,-1.36229,-0.410154,-0.19493,-0.236213,-0.645803,-1.62394,-0.816256,0.440419,-1.47416,0.349223,-0.741037,1.17342,0.349412,-0.79445,-0.549648,0.1047
0.453336,-1.08716,-0.197783,-1.92407,-0.704239,-1.01272,0.844973,-1.60511,-1.29711,-2.59527,-1.17601,-0.909431,0.62412,-0.366304,-0.765862,-0.371795,-1.83799,-0.938115,-1.58717,-0.651632
-0.247638,-1.76855,-0.649973,-0.834874,-0.59524,0.429582,-1.31338,-0.128975,-0.699291,-0.947906,-1.3717,-0.942455,0.244143,-2.80278,-0.657526,-0.961133,-0.516092,0.306247,-0.428275,-1.17296
-0.25533,-0.680643,-0.290888,-0.402134,-0.28346,-1.66106,-0.788884,-0.873609,-0.566852,0.180078,-3.06192,-1.27223,0.886586,-1.19043,-0.146076,-0.600952,-0.264889,-0.592337,-1.47453,-0.701245
1.32924,-0.543208,1.35303,-0.327299,-0.356784,-0.355599,-0.0361879,-0.544445,0.028384,1.2201,0.145146,1.56773,-0.14284,-0.53529,-0.932109,-0.0171073,-0.177997,0.175793,0.906974,-0.596936
-0.31793,-0.772313,0.57201,-0.534072,-0.984515,-0.680096,-2.09809,0.0836123,0.305164,0.489471,0.606508,0.310856,0.651571,0.219749,0.557068,-0.110984,-0.8751,-0.83002,0.36278,0.616195
-0.126748,-1.56069,-0.939747,1.26588,-0.404137,0.371386,0.587659,0.651733,-0.154092,-1.79367,-0.681514,-0.919223,-0.718053,0.146477,0.633171,-0.689109,0.0368023,0.894566,-1.53708,-0.428855
0.296242,-0.556324,-0.381509,0.727059,0.268057,0.698616,-0.601737,-0.785225,-2.05506,0.991803,0.521958,-0.0645868,1.69442,1.00841,0.260809,-0.0222053,0.153367,-0.975859,-0.365102,0.68638
0.354975,2.96751,1.35951,-0.182416,-0.172541,-0.650687,-0.838757,-0.1166,0.925407,-0.534072,0.812428,1.07521,1.65175,-0.513186,-0.445831,1.8254,-0.352137,-0.208958,0.756882,0.340424
-0.0988538,-0.697232,-0.513872,1.38132,1.53996,0.941753,-0.13891,-0.435193,0.0259699,0.41603,-0.684442,-0.463014,-0.997904,-0.0179775,0.080832,-0.356384,0.791012,-0.628858,0.217103,0.289303
0.329958,-0.430243,0.403434,-0.644965,-0.864381,-0.580933,0.0738867,-0.141954,0.316897,-0.546574,0.335075,0.238566,0.964483,0.903305,0.730851,-0.316065,-0.921956,-0.462883,0.139138,0.676647
-0.665758,-0.304396,-1.28749,1.52705,-0.121999,0.463883,0.150998,0.300926,-0.685624,-1.01442,-1.17051,-0.984055,-0.591583,-0.676922,-0.143312,-0.624164,0.714834,-0.394776,-1.12533,0.092997
-0.178294,-0.502123,-0.578427,-0.538818,-0.0725205,0.590185,-0.0783073,-1.15841,0.216577,-0.00620956,-0.397304,-0.312061,0.526565,1.04136,-0.464497,0.491459,-0.345893,-0.497188,0.208099,-0.00354349
0.65155,0.277521,-0.640132,-0.668823,-0.433854,-1.16121,0.318891,0.433831,0.355206,-0.255207,0.0122549,-0.858043,0.583728,0.971657,-0.083673,0.151319,-0.464044,0.227606,-0.10593,-0.562501
-0.120779,-1.20028,-0.0216377,1.10884,0.574932,-0.217824,-0.359419,-1.04121,1.06561,-0.245333,-0.526809,-0.326515,-0.283574,0.385417,-0.0705497,-0.205685,0.45192,0.397174,-0.606464,0.346221
-0.346638,-1.09373,-0.928217,-1.00897,-1.24621,0.0733458,0.573908,-2.26779,-0.976439,-0.42569,-0.465169,-0.780632,-0.430522,0.291369,-0.586933,-0.260001,-0.47112,-0.642574,-1.21574,0.192766
0.297553,1.12115,1.11627,0.215421,-0.173261,0.155211,0.220869,-0.970584,-0.759684,0.230044,2.18847,0.74158,-0.778032,-0.292572,-0.220046,0.904409,0.276283,-0.25343,1.71066,-1.16634
-0.357967,-0.186697,1.13457,-0.482939,0.298505,0.983516,1.68381,1.64798,0.884424,0.413733,-0.595184,0.0777338,0.698439,0.853755,0.753934,0.205709,0.16882,1.47595,0.274269,0.540822
-0.902057,0.651215,0.339505,0.0165794,-0.83834,-0.627686,-0.177392,-0.294453,0.177182,1.00343,1.46802,1.27883,-0.703217,-0.847858,-2.50119,-0.131833,-0.733605,0.164219,0.63568,-1.58537
-1.0257,1.01726,0.837672,-0.331367,0.390416,-0.923292,-0.6914,-2.28559,0.596601,-0.539088,0.332961,-0.495212,-0.44536,0.307218,0.557311,0.436468,1.11779,-1.03468,-0.400421,-0.115066
-1.34783,-1.24265,0.50695,0.945349,0.873641,-0.432923,-1.87561,-0.086001,-0.683547,-0.255633,-0.820617,0.0356987,-0.363322,-1.81836,0.0905084,-0.351836,0.669276,-1.02606,-0.927848,-0.446607
1.0817,0.794615,1.50691,0.766866,-0.0880115,0.278778,0.506423,0.840461,0.173273,-0.279014,-0.160057,-0.145144,0.502898,0.827188,0.503347,0.616812,0.860257,0.864336,0.454993,0.79601
-0.245329,0.201189,0.106257,-1.16669,-0.990009,1.19596,0.900878,-1.71365,-0.773438,-0.260713,0.133559,0.198431,-0.605329,-1.19162,0.246776,-0.140741,-0.766211,-0.599756,-0.200624,-0.151744
0.996217,0.270835,1.00177,1.57266,1.06012,1.00321,-1.31317,0.727105,0.57851,-0.382822,0.721199,1.21488,1.47139,0.270647,0.225124,0.637423,1.04436,-0.248035,1.23292,0.493858
-0.43219,-0.444584,0.281686,-0.071732,-0.202917,-0.730119,-0.617494,-0.492456,-0.191947,-0.921399,0.850753,-0.873475,-0.925515,-0.367938,-0.178666,0.0651971,-0.347157,0.182942,-0.710377,-1.15503
-1.07873,-1.13064,-0.345389,-1.94984,-1.62862,-1.306,-2.00504,0.0609984,0.54151,0.329538,0.246417,-1.16972,0.0571265,0.104792,-0.0250625,-1.91147,-2.27836,0.0412123,0.248101,0.0462645
0.312658,0.39714,-0.137168,-0.00854931,-1.10578,0.213483,0.69862,1.01906,0.988532,2.32655,0.997682,0.949109,-0.732787,-1.38883,-1.41329,-0.0214271,0.0568297,0.35647,1.38651,-1.65427
-1.83794,-2.13316,-1.50419,0.990204,0.472789,1.66124,1.03527,1.84153,0.231397,0.79546,-0.602907,-1.02719,-1.30237,-0.880652,-0.864572,-1.59303,0.303704,1.08698,-0.0506888,-0.825175
1.11504,1.12065,1.03343,-0.154151,0.424913,-1.22542,1.16963,1.59631,0.589325,1.1384,-0.277794,1.15086,-1.90455,-1.72743,-0.0638538,1.4925,0.146945,1.57564,1.72426,-1.9823
-0.0190188,-0.354198,0.326296,2.68674,2.10499,1.34771,0.78421,1.80207,0.224119,1.58592,1.85844,-0.101531,-1.11764,-0.228207,-1.10804,0.439571,2.48219,1.45063,0.781522,-0.233154
-0.278976,-0.0154428,-0.615381,-0.0097769,-0.354319,0.669892,1.18039,-0.81559,0.997077,-1.1692,-1.11691,-2.16106,-0.67175,-1.72377,0.0447033,-0.0687289,-0.3752,0.592359,-1.67583,-0.749292
0.572192,0.277381,1.53198,0.175649,-0.00958036,-0.115828,-1.31282,-0.868011,-0.759247,-0.735786,-0.76114,-0.434939,1.44365,0.268136,1.91718,0.24387,-0.116403,-0.714144,-0.744703,1.69267
1.52095,0.288852,0.230159,0.857789,0.202689,0.478851,-0.0372282,-0.1296,-0.349095,0.590264,1.07871,-0.234045,1.529,0.320479,2.57036,1.43919,0.389122,-0.661034,0.508496,1.44553
-0.313589,0.136887,-0.310247,-1.7513,-2.69495,-0.616027,-0.890013,0.263478,0.204216,0.512197,-1.7985,0.116825,0.560042,0.0711351,-0.122154,-0.115115,-1.62273,-0.297556,-0.637296,0.236179
0.975172,1.25699,0.956881,1.94225,2.03874,2.51785,1.26302,0.68713,0.886536,1.80287,1.76719,2.73735,1.34675,0.981509,1.17301,1.98937,2.79745,1.86599,1.9856,1.70373
0.384055,0.0228181,1.00664,1.06089,0.367439,0.536274,1.27986,-0.556151,1.40743,-0.0547267,-0.696604,-0.883619,0.0467492,0.279034,0.571628,0.175172,1.1142,0.878211,-0.895661,0.624506
1.90993,1.06507,0.266066,0.285685,0.951067,0.868058,0.923734,0.573235,0.76624,0.102907,-0.107891,-0.670533,0.591894,1.883,0.284037,1.58533,1.39484,1.24435,0.856382,1.33129
-0.253856,0.686384,0.496724,1.46051,0.392493,1.01022,0.494362,0.866024,0.0672829,1.27668,1.44324,0.46303,0.442314,0.25112,1.19922,1.07768,0.902955,-0.0902245,0.725249,0.708631
-1.12047,-0.165631,-0.600081,-1.45604,-0.854005,-0.857418,0.398348,0.859224,-0.0733956,-1.01629,-0.34837,-0.0203324,0.00636285,0.698733,1.19918,-0.989172,-1.07296,0.131932,-0.54868,1.18322
1.26077,1.37687,1.4804,1.36498,-0.00550236,0.0208313,0.572364,2.34794,0.578142,-0.265577,-0.700628,0.29913,-0.0023478,0.745717,0.398348,1.43932,0.298638,0.555227,0.212095,1.15054
-0.58576,0.0771375,-0.903995,0.113619,-0.34496,-0.829905,0.534761,0.00676619,1.32742,0.39397,0.510499,0.609943,-0.239507,0.678249,-0.354889,-0.507808,-0.341907,1.12121,0.158713,-0.478013
-0.906224,0.567364,-0.480371,2.14145,1.86719,1.56215,1.14433,1.18536,-0.322952,-1.03742,0.255203,0.341814,0.296752,-0.761252,-0.0982677,-0.485962,2.00303,0.671248,0.236708,0.0810816
0.548242,-0.4348,-1.10823,0.338447,-0.105932,0.639842,1.12588,0.719513,-0.30145,-1.10033,-1.23053,0.70835,-0.552055,-1.46089,-1.52441,-0.406399,0.98408,1.13588,-0.271858,-1.62449
0.570246,0.471257,-0.31218,-0.217888,0.211893,-0.627319,0.54177,-0.486604,-0.261465,1.44863,0.219438,1.33431,-0.00961349,0.965616,-0.393899,-0.20089,-1.18326,-0.378545,1.46317,-0.782924
0.635167,-0.436448,1.36302,0.0549153,-0.0481271,-1.50565,1.7668,1.34638,2.27483,0.13712,-0.35596,1.56569,-2.50838,-1.21315,-0.424037,-0.116272,-0.840255,1.87997,0.795643,-0.579562
0.161856,0.645401,0.426633,-0.465837,-1.68743,-1.18668,0.768272,0.345122,0.0593629,0.963845,0.60295,0.464092,1.04837,1.14153,0.495007,1.08505,-1.03552,0.222125,1.25516,0.899727
0.13348,-0.795398,0.320951,-0.914343,-0.591683,-0.552262,0.789133,-1.1305,1.10103,-0.0565952,1.93062,-1.44965,-0.616604,0.348446,1.06346,0.71483,-0.47375,1.07388,-0.375688,-0.254147
-1.51831,-1.34619,-0.421021,-0.166998,-0.20634,-1.45497,-0.150968,-0.380032,-0.576591,-0.179539,1.66835,-0.829386,0.090296,0.829888,0.905542,-1.30589,-0.390456,0.0524001,0.161319,0.181129
-0.955566,0.527172,0.600196,1.14435,0.702199,0.243373,-1.35337,-1.20354,-0.205419,-0.177222,-0.2824,-0.199927,0.521503,1.92774,0.304459,0.261444,0.538299,-0.453133,0.535456,0.352713
1.57278,0.257287,1.07021,-0.718782,0.557739,0.218284,0.808737,1.26178,-0.564107,1.16993,1.66365,0.809111,-0.696119,-0.230258,0.311567,1.78774,-0.749803,0.411346,1.06021,0.478377
0.425038,0.400748,0.66485,0.0585472,-1.31321,-0.606077,0.163499,1.5208,1.4876,1.31314,-0.239181,0.484502,0.507649,0.157554,-0.106482,0.806689,-0.823408,1.5415,0.48189,-0.213949
1.722,0.664461,0.117499,-1.37153,1.99981,-0.0906108,0.149102,1.87773,1.33737,1.99984,0.988467,0.469896,0.59758,0.871859,-0.348443,1.27502,0.804857,1.4162,1.66654,0.207644
0.50087,0.156562,1.65419,3.28655,1.84813,2.69593,1.14657,1.25105,1.17733,2.09511,2.50245,1.02755,-0.0540882,0.0580041,0.0884487,0.667191,3.32098,2.11735,2.78395,-0.091601
-0.0851631,-0.969323,-0.753115,-0.270941,-1.10114,-0.339399,-2.2034,-2.06157,-1.78436,-1.26832,-1.88196,-1.72305,1.81311,1.05337,0.761738,-0.542382,-0.878268,-2.75035,-2.11723,1.76911
0.0593267,0.95562,-0.0909282,-0.309243,0.231916,-0.769177,-0.761567,-2.68205,-1.04598,1.27906,0.8608,-0.3629,0.634484,1.47119,2.11777,0.974188,-0.925679,-1.21892,0.376413,1.42117
1.19946,0.569768,1.68858,-0.577127,1.15424,1.74505,1.54867,0.992135,1.4676,-0.0164739,-0.442851,0.952303,0.903559,0.747374,1.15567,1.59571,0.949738,1.16772,-0.226159,1.77568
0.618831,-0.311019,-0.970895,-1.18206,-1.71769,-1.75212,-0.413373,0.857686,-0.419513,-0.723753,0.0125038,-1.40323,1.20765,1.65509,0.875609,-0.0774604,-1.30393,-0.422223,-0.997825,1.3232
-0.650379,-0.875071,-1.42012,-0.308795,-1.04452,-0.746973,1.10783,0.612454,0.0119389,0.918204,1.05932,0.34588,-0.214854,-0.382706,-0.23455,-0.830872,-0.555597,0.226857,0.22355,-0.773365
-1.28987,-1.14175,-1.44354,-0.314661,-1.05321,-0.0380627,-1.25386,-2.41058,-2.16131,-1.42681,-0.398116,-0.0294897,0.351725,1.51205,0.12253,-0.542819,-0.467765,-2.02394,-1.28924,0.173557
-1.32689,-0.0124176,-1.54206,-0.532927,0.322422,-2.39137,0.229186,0.690211,-0.630355,0.167839,-0.0925736,0.452578,-0.33604,0.481915,-0.298133,-0.686571,-1.61284,-0.0660481,0.234804,-0.14524
-0.265735,-0.0677479,-1.42404,-0.0287815,1.3779,0.605955,-0.551748,0.0352523,-0.386771,1.05226,1.32856,1.34756,0.273562,-0.207485,1.32216,0.057887,0.505945,0.226555,2.13638,1.14722
0.260742,0.807484,0.444549,0.42562,1.01182,-0.046966,0.107454,1.15026,0.0994518,-0.994585,0.472935,0.572673,0.929729,0.0819522,-0.258056,0.156795,-0.499572,0.627741,0.745264,0.364312
1.23619,0.939073,1.4929,1.09494,2.00193,1.0369,0.912232,0.87795,-0.392028,0.0376295,-0.821059,-1.00027,-0.285061,0.343931,0.55027,0.316697,1.16342,0.827483,0.566888,0.396375
0.491664,-0.0907018,0.979488,0.935638,1.29973,1.87652,0.592932,0.242356,0.910609,-0.0587044,1.8198,0.681086,1.74312,1.3422,0.904305,0.69221,2.0707,0.211749,1.07323,1.40218
-0.0733005,-1.056,-0.465533,0.509453,-0.731531,-1.5712,-1.42042,-1.02445,0.380701,-2.01549,-0.545764,-1.91844,1.675,1.35545,0.773296,-1.21223,-1.01284,-1.01694,-0.840557,1.48098
-0.528183,-0.0180682,0.144999,0.662425,0.719192,1.55752,0.00180637,-0.639887,-0.955865,0.487943,-0.820519,-0.59397,0.490721,0.909266,1.90143,0.153824,0.761509,-0.47057,-0.00983801,1.14521
0.592609,0.635367,0.499465,1.09978,1.18933,1.00718,-1.41398,-0.588357,-0.247327,0.86742,0.681263,-0.161709,0.712292,0.713178,-0.0277415,0.609193,1.77901,-1.16683,0.26501,0.436927
-0.174336,-1.15224,-1.53955,-0.522548,-1.12133,0.168209,-0.00707705,0.208861,-0.463892,0.0317891,0.771312,-0.168525,1.30861,0.112177,0.685917,-1.0716,-0.528303,0.186733,0.428918,0.625562
-0.659644,0.578657,0.156497,0.428326,-0.134895,1.63611,-2.1476,-0.500578,0.305131,0.782075,0.541686,0.404318,0.161214,0.761334,0.804873,0.746851,0.599441,-0.9047,1.53994,0.114339
-0.275529,-0.415146,-0.571115,-0.146851,-0.831783,-0.641212,-1.17653,-0.379764,0.475563,-0.514006,0.160072,0.968249,-2.01118,-0.707498,-1.40664,-0.852637,-0.480206,-0.616729,-0.132423,-0.989745
1.30228,1.54199,1.01537,0.0316285,0.403163,-0.759037,-0.0455623,0.667786,0.676214,-0.837638,-1.48791,-1.93245,2.49711,1.84861,1.64729,1.90363,-0.46545,0.442524,-1.61705,2.52167
-1.85883,-0.709738,-0.347554,-1.09014,-0.250041,-0.17652,-1.50221,-0.499792,-0.635101,-0.947108,1.16964,-0.0841839,0.813771,1.29826,1.21042,-0.931411,-0.552728,-0.978939,-0.717758,0.00859335
-1.60207,-0.489673,-1.00404,-1.04696,-1.18327,-0.62796,-1.03097,-0.787051,-0.891454,-1.87711,-2.29927,-1.30668,0.949342,0.694322,0.267947,-0.827573,-0.747538,-0.585549,-1.87273,0.642469
-0.147507,-0.145993,1.44158,-0.493251,-1.39552,-1.00762,-1.23685,0.0819774,-0.991804,-1.3806,-0.684497,-0.426425,0.512316,0.71641,0.616945,0.229258,-1.14753,-0.816199,-0.977581,0.620391
1.28063,2.12416,0.0534687,0.878057,1.23515,1.32552,0.504174,0.463776,1.19141,2.67268,1.44354,1.80573,-1.84908,-1.13599,-1.65672,1.18325,1.78511,1.36548,2.15543,-1.2937
-0.187686,-0.671457,0.0229049,0.573304,1.32185,1.70882,-0.270666,-0.35543,1.73929,0.561282,0.280583,-0.305427,0.255148,0.422228,1.15581,-0.722991,1.42278,0.515224,0.387582,0.381955
-0.505357,-0.168469,-0.463033,1.36581,0.0488926,0.330923,0.178774,0.582679,1.00485,0.688036,-0.871558,-0.316518,-0.837523,-1.80699,-0.185147,0.349519,0.30554,1.36221,-0.491098,-0.903606
-0.827488,1.2521,-0.640819,0.956067,-0.111324,1.07843,-0.220461,0.467066,0.910717,-0.182346,0.960896,-0.433256,-2.00123,-1.57797,-1.36923,-0.105178,0.325674,-0.547903,-0.579424,-1.5784
0.718551,-0.652463,-0.837229,-1.55263,-1.32916,0.579479,1.81804,0.584294,1.68264,1.11768,0.930109,1.73679,0.558505,0.350013,0.824208,0.800781,0.0837376,0.907953,1.18114,0.300971
-0.274673,0.551042,0.50462,-2.50527,-1.26436,-1.79,0.462763,0.189892,-0.359489,2.84606,1.96379,1.40603,0.0587701,-0.396861,-0.685895,-0.0869741,-1.17481,0.124999,1.82163,-1.37832
-2.15528,-2.65957,-1.52857,-1.20215,-1.50145,-1.85206,-1.97489,-0.62044,-1.66514,-0.271885,-1.06222,0.347172,-1.06192,-0.466011,-1.23807,-3.32584,-1.86542,-1.55938,-1.38885,-2.00147
-0.914557,-0.799517,-0.612404,-0.933557,-0.0868814,-0.80651,0.774193,0.83183,-0.0337445,0.237278,1.01953,1.51993,2.32034,1.90363,0.324599,-0.802815,0.610395,-0.123701,0.358323,0.95004
0.194077,1.48174,-0.0410602,1.69299,0.973416,2.69991,0.0634913,0.765042,0.418092,1.12883,1.06395,0.111693,0.673389,0.251818,0.801237,0.940257,1.9263,0.630266,1.19198,1.19643
0.26183,-0.00455105,1.24207,0.291653,0.136117,0.794651,1.25728,1.85133,1.9785,-0.728592,-0.192525,0.411529,0.974643,0.932564,-0.0208817,0.936637,-0.0980547,0.772857,0.268722,0.907765
-0.50526,-0.550465,0.294199,0.437245,-0.709618,-1.26838,-0.91508,-0.320203,-0.112625,-1.02121,-0.87453,-1.31153,-1.04635,-0.685476,-0.167196,-0.579248,-0.771849,-0.676111,-0.705459,-0.588011
